Id,Salesforce_Link,FirstName,LastName,Email,AccountId,RY_External_ID__c,CreatedDate
003jX0000008PVxQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PVxQAM/view,Sipho,Jacobs,siphojacobs116@gmail.com,,RY-CONT-00136916,2026-09-09T12:33:17.000+0000
003jX0000008PPVQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PPVQA2/view,Thabo,Abrahams,thaboabrahams142@gmail.com,001jX000000CcG3QAK,RY-CONT-00140728,2026-09-09T12:33:58.000+0000
003jX0000008N7bQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008N7bQAE/view,Katlego,Nkosi,katlego.nkosi580@gmail.com,,RY-CONT-00148308,2026-09-09T12:36:11.000+0000
003jX0000008MMuQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MMuQAM/view,David,Pretorius,david.pretorius338@mweb.co.za,,RY-CONT-00151063,2026-09-09T12:33:00.000+0000
003jX0000008QOqQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QOqQAM/view,Bongani,Pillay,bongani.pillay325@gmail.com,001jX000000CdfDQAS,RY-CONT-00151679,2026-09-09T12:37:56.000+0000
003jX0000008MMtQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MMtQAM/view,Rajesh,Naidoo,rajeshnaidoo39@gmail.com,001jX000000CdfDQAS,RY-CONT-00155180,2026-09-09T12:31:05.000+0000
003jX0000008RJCQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RJCQA2/view,James,Van der Merwe,james.vandermerwe40@gmail.com,,RY-CONT-00156043,2026-09-09T12:36:21.000+0000
003jX0000008N7ZQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008N7ZQAU/view,Zodwa,Jacobs,zodwa_jacobs951@gmail.com,001jX000000CdjzQAC,RY-CONT-00161847,2026-09-09T12:34:44.000+0000
003jX0000008Qa4QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Qa4QAE/view,Naledi,Jansen,naledi.jansen611@telkomsa.net,,RY-CONT-00166134,2026-09-09T12:28:01.000+0000
003jX0000008QaBQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QaBQAU/view,Thabo,Molefe,thabomolefe248@outlook.com,,RY-CONT-00168770,2026-09-09T12:39:17.000+0000
003jX0000008MTHQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MTHQA2/view,Willem,Van der Merwe,willem.vandermerwe164@mweb.co.za,,RY-CONT-00169282,2026-09-09T12:27:17.000+0000
003jX0000008RhNQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RhNQAU/view,Roche,Smith,roche.smith64@mweb.co.za,,RY-CONT-00171765,2026-09-09T12:36:31.000+0000
003jX0000008PJ5QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PJ5QAM/view,Themba,Mokoena,themba.mokoena375@outlook.com,,RY-CONT-00172281,2026-09-09T12:33:12.000+0000
003jX0000008NHGQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008NHGQA2/view,Daniel,Moodley,daniel.moodley145@gmail.com,,RY-CONT-00178993,2026-09-09T12:38:42.000+0000
003jX0000008PZAQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PZAQA2/view,Nokuthula,Sithole,nokuthula.sithole417@gmail.com,,RY-CONT-00183133,2026-09-09T12:29:14.000+0000
003jX0000008Lx2QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Lx2QAE/view,Lwazi,Mthembu,lwazi.mthembu269@outlook.com,,RY-CONT-00184949,2026-09-09T12:34:35.000+0000
003jX0000008QdJQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QdJQAU/view,Kagiso,Naidoo,kagiso.naidoo821@icloud.com,,RY-CONT-00185957,2026-09-09T12:37:41.000+0000
003jX0000008QAIQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QAIQA2/view,Naledi,Steyn,naledisteyn112@gmail.com,,RY-CONT-00188064,2026-09-09T12:27:59.000+0000
003jX0000008NHDQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008NHDQA2/view,Tshepo,Van Wyk,tshepo.vanwyk342@gmail.com,001jX000000Ca9WQAS,RY-CONT-00196019,2026-09-09T12:28:08.000+0000
003jX0000008Qa6QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Qa6QAE/view,Roche,Van Wyk,roche.vanwyk99@gmail.com,,RY-CONT-00198316,2026-09-09T12:34:46.000+0000
003jX0000008RB7QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RB7QAM/view,Zaid,Maseko,zaid.maseko131@gmail.com,,RY-CONT-00205318,2026-09-09T12:26:55.000+0000
003jX0000008Oy6QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Oy6QAE/view,Themba,Damons,themba.damons303@gmail.com,,RY-CONT-00206036,2026-09-09T12:30:23.000+0000
003jX0000008REMQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008REMQA2/view,Kagiso,Dlamini,kagiso.dlamini1@yahoo.com,,RY-CONT-00211022,2026-09-09T12:32:33.000+0000
003jX0000008P6BQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008P6BQAU/view,Chantelle,Dlamini,chantelledlamini@mweb.co.za,,RY-CONT-00212015,2026-09-09T12:29:22.000+0000
003jX0000008NylQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008NylQAE/view,Shireen,Dlamini,shireen_dlamini@live.co.za,,RY-CONT-00212972,2026-09-09T12:34:41.000+0000
003jX0000008MY6QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MY6QAM/view,Nokuthula,Nel,nokuthula.nel1@icloud.com,,RY-CONT-00214427,2026-09-09T12:28:12.000+0000
003jX0000008Md2QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Md2QAE/view,Bongani,Jacobs,bongani.jacobs429@webmail.co.za,001jX000000CZN2QAO,RY-CONT-00218445,2026-09-09T12:39:08.000+0000
003jX0000008PHUQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PHUQA2/view,Michael,Pretorius,michael.pretorius1@outlook.com,,RY-CONT-00219195,2026-09-09T12:32:13.000+0000
003jX0000008QevQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QevQAE/view,Nomsa,van der merwe,nomsa.vandermerwe5@yahoo.com,,RY-CONT-00226107,2026-09-09T12:36:05.000+0000
003jX0000008Pm4QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Pm4QAE/view,Katlego,Nkosi,katlegonkosi1@hotmail.com,,RY-CONT-00226883,2026-09-09T12:32:44.000+0000
003jX0000008N7cQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008N7cQAE/view,Zodwa,Mokoena,zodwa.mokoena5@gmail.com,,RY-CONT-00229799,2026-09-09T12:38:04.000+0000
003jX0000008LYoQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008LYoQAM/view,James,Khumalo,james.khumalo4@gmail.com,,RY-CONT-00233405,2026-09-09T12:29:38.000+0000
003jX0000008QFAQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QFAQA2/view,Tarryn,Nyathi,tarryn.nyathi1@gmail.com,,RY-CONT-00233531,2026-09-09T12:30:13.000+0000
003jX0000008PUKQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PUKQA2/view,Palesa,Nkosi,palesa.nkosi8@gmail.com,001jX000000CbrtQAC,RY-CONT-00234785,2026-09-09T12:30:43.000+0000
003jX0000008N4JQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008N4JQAU/view,Ayanda,Ndlovu,ayanda.ndlovu5@gmail.com,,RY-CONT-00237848,2026-09-09T12:31:40.000+0000
003jX0000008QbfQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QbfQAE/view,Tariq,Pretorius,tariqpretorius@gmail.com,,RY-CONT-00239545,2026-09-09T12:36:04.000+0000
003jX0000008R38QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008R38QAE/view,Daniel,Dlamini,daniel.dlamini6x1.0@gmail.com,,RY-CONT-00239872,2026-09-09T12:35:35.000+0000
003jX0000008LnIQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008LnIQAU/view,Jessica,Moodley,jessicamoodley1@gmail.com,,RY-CONT-00241370,2026-09-09T12:36:14.000+0000
003jX0000008P9QQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008P9QQAU/view,Daniel,Pillay,danielpillay2@gmail.com,,RY-CONT-00243170,2026-09-09T12:32:20.000+0000
003jX0000008MY7QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MY7QAM/view,Katlego,Isaacs,katlego.isaacs4@gmail.com,,RY-CONT-00249266,2026-09-09T12:32:58.000+0000
003jX0000008MkzQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MkzQAE/view,Themba,Zulu,themba.zulu8@outlook.com,,RY-CONT-00251480,2026-09-09T12:36:55.000+0000
003jX0000008RMQQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RMQQA2/view,Palesa,Reddy,palesa_reddy1@gmail.com,,RY-CONT-00251604,2026-09-09T12:32:18.000+0000
003jX0000008PqxQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PqxQAE/view,Tshepo,Govender,tshepo.govender446@gmail.com,,RY-CONT-00253392,2026-09-09T12:37:42.000+0000
003jX0000008R7uQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008R7uQAE/view,sibusiso,Maseko,sibusisomaseko941@gmail.com,,RY-CONT-00256266,2026-09-09T12:27:46.000+0000
003jX0000008Md0QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008Md0QAE/view,Fatima,Maseko,fatima.maseko9x1.0@gmail.com,,RY-CONT-00257866,2026-09-09T12:36:59.000+0000
003jX0000008MmbQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MmbQAE/view,Naledi,September,naledi_september2@hotmail.com,,RY-CONT-00261351,2026-09-09T12:33:34.000+0000
003jX0000008NU9QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008NU9QAM/view,Ashwin,Williams,,,RY-CONT-00262348,2026-09-09T12:31:09.000+0000
003jX0000008LLwQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008LLwQAM/view,Priya,Mthembu,priya_mthembu54@yahoo.com,001jX000000CbS4QAK,RY-CONT-00263002,2026-09-09T12:38:35.000+0000
003jX0000008PXaQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008PXaQAM/view,JAMES,Molefe,james.molefe8@gmail.com,,RY-CONT-00265137,2026-09-09T12:35:47.000+0000
003jX0000008R6KQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008R6KQAU/view,James,Du Plessis,jamesduplessis3@gmail.com,,RY-CONT-00266140,2026-09-09T12:38:55.000+0000
003jX0000008OA9QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008OA9QAM/view,Aisha,Smith,aisha.smith478@outlook.com,001jX000000CbS4QAK,RY-CONT-00267616,2026-09-09T12:31:44.000+0000
003jX0000008MPzQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MPzQAM/view,Thabo,Ndlovu,thabo.ndlovu428@gmail.com,,RY-CONT-00270415,2026-09-09T12:38:17.000+0000
003jX0000008OI8QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008OI8QAM/view,Bongani,KHUMALO,bonganikhumalo869@gmail.com,001jX000000Ce9lQAC,RY-CONT-00270443,2026-09-09T12:33:41.000+0000
003jX0000008N2kQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008N2kQAE/view,Refilwe,Mokoena,refilwemokoena939@gmail.com,,RY-CONT-00270742,2026-09-09T12:36:53.000+0000
003jX0000008QYRQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QYRQA2/view,Nomsa,Nkosi,nomsa.nkosi771@gmail.com,,RY-CONT-00270996,2026-09-09T12:31:25.000+0000
003jX0000008OyBQAU,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008OyBQAU/view,Andile,Van Wyk,,,RY-CONT-00271263,2026-09-09T12:37:53.000+0000
003jX0000008MxrQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MxrQAE/view,Sibusiso,Ndlovu,sibusisondlovu11@gmail.com,,RY-CONT-00277490,2026-09-09T12:27:18.000+0000
003jX0000008QGjQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008QGjQAM/view,Riaan,Molefe,riaan.molefe729@gmail.com,,RY-CONT-00279113,2026-09-09T12:37:46.000+0000
003jX0000008P68QAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008P68QAE/view,Kagiso,Naidoo,kagisonaidoo137@gmail.com,,RY-CONT-00279356,2026-09-09T12:28:36.000+0000
003jX0000008RG1QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RG1QAM/view,james,Mthembu,james.mthembu13@yahoo.com,,RY-CONT-00279410,2026-09-09T12:34:06.000+0000
003jX0000008OmnQAE,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008OmnQAE/view,Sibusiso,September,sibusiso.september13@gmail.com,,RY-CONT-00285073,2026-09-09T12:28:18.000+0000
003jX0000008RStQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RStQAM/view,Riaan,Williams,riaan.williams193@vodamail.co.za,,RY-CONT-00286943,2026-09-09T12:32:14.000+0000
003jX0000008RClQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008RClQAM/view,Zanele,Jansen,zanele.jansen15@gmail.com,001jX000000CbrtQAC,RY-CONT-00291187,2026-09-09T12:35:16.000+0000
003jX0000008LYpQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008LYpQAM/view,Yusuf,Steyn,yusuf.steyn753@icloud.com,001jX000000CbWvQAK,RY-CONT-00295891,2026-09-09T12:29:48.000+0000
003jX0000008MZlQAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008MZlQAM/view,Zanele,September,zanele.september22@gmail.com,001jX000000CaKhQAK,RY-CONT-00303178,2026-09-09T12:39:14.000+0000
003jX0000008NZ0QAM,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008NZ0QAM/view,kirsten,Naidoo,kirsten.naidoo10@live.co.za,,RY-CONT-00305999,2026-09-09T12:26:51.000+0000
003jX0000008OTTQA2,https://business-data-62022.lightning.force.com/lightning/r/Contact/003jX0000008OTTQA2/view,Johan,adams,johan.adams17@gmail.com,,RY-CONT-00307841,2026-09-09T12:32:49.000+0000
